ID	DOCULECT	CONCEPT	CONCEPT_PORTUGUESE	CONCEPTICON_ID	CONCEPTICON_GLOSS	ID_IN_TSV	ENTRJ_IN_SOURCE	IPA	TOKENS	SONARSS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTSS	DUPLICATES	COGID	ALIGNMENT	NOTAS
751	Waliperi	four	quatro	1500	FOUR	73	ɽikoadaka	ɽikoadaka	ɽ i k o a d a k a	5 7 1 7 7 1 7 1 7	AXBYYBYBZ	RIKUATAKA	11	11.R.C 11.I.V 11.K.C 11.U.V 11.A.V 11.T.C 11.A.V 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	571	ɽ i k o a d a k a - - -	?
752	Hohoodene	four	quatro	1500	FOUR	73	ɽikoɛpaka	ɽikoɛpaka	ɽ i k o ɛ p a k a	5 7 1 7 7 1 7 1 7	AXBYYBYBZ	RIKUEPAKA	4	4.R.C 4.I.V 4.K.C 4.U.V 4.E.V 4.P.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	571	ɽ i k o ɛ p a k a - - -	?
1432	Ñame	people	gente	789	PEOPLE	151	a’pada	a’pada	a p a d a	7 1 7 1 7	XBYBZ	APATA	9	9.A.V 9.P.C 9.A.V 9.T.C 9.A.V	1.5 1.75 1.3 1.75 0.8	0	1189		?
1433	Werekena	people	gente	789	PEOPLE	151	j̃amaɾi	j̃amaɾi	j̃ a m a ɾ i	6 7 4 7 5 7	AXBYBZ	JAMARI	13	13.J.C 13.A.V 13.M.C 13.A.V 13.R.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	66	j̃ a m a ɾ i - -	?
1428	Tariana	people	gente	789	PEOPLE	151	maɾikɪ	maɾikɪ	m a ɾ i k ɪ	4 7 5 7 1 7	AXBYBZ	MARIKI	12	12.M.C 12.A.V 12.R.C 12.I.V 12.K.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	66	#NAME?	?
1421	Waliperi	people	gente	789	PEOPLE	151	naːwiki	naːwiki	n aː w i k i	4 7 6 7 1 7	AXBYBZ	NAWIKI	11	11.N.C 11.A.V 11.W.C 11.I.V 11.K.C 11.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1193	n aː w i k i	?
1430	Ehe	people	gente	789	PEOPLE	151	naike	naike	n a i k e	4 7 7 1 7	AXYBZ	NAIKE	3	3.N.C 3.A.V 3.I.V 3.K.C 3.E.V	2.0 1.5 1.3 1.75 0.8	0	1193	n a - i k e	?
1426	Kowaidakenai	people	gente	789	PEOPLE	151	naike	naike	n a i k e	4 7 7 1 7	AXYBZ	NAIKE	5	5.N.C 5.A.V 5.I.V 5.K.C 5.E.V	2.0 1.5 1.3 1.75 0.8	0	1193	n a - i k e	?
1429	Aha	people	gente	789	PEOPLE	151	naiki	naiki	n a i k i	4 7 7 1 7	AXYBZ	NAIKI	1	1.N.C 1.A.V 1.I.V 1.K.C 1.I.V	2.0 1.5 1.3 1.75 0.8	0	1193	n a - i k i	?
1425	Kumadene_2	people	gente	789	PEOPLE	151	naiki	naiki	n a i k i	4 7 7 1 7	AXYBZ	NAIKI	7	7.N.C 7.A.V 7.I.V 7.K.C 7.I.V	2.0 1.5 1.3 1.75 0.8	0	1193	n a - i k i	?
1424	Mauliene	people	gente	789	PEOPLE	151	naiki	naiki	n a i k i	4 7 7 1 7	AXYBZ	NAIKI	8	8.N.C 8.A.V 8.I.V 8.K.C 8.I.V	2.0 1.5 1.3 1.75 0.8	0	1193	n a - i k i	?
1431	Oho	people	gente	789	PEOPLE	151	naiki	naiki	n a i k i	4 7 7 1 7	AXYBZ	NAIKI	10	10.N.C 10.A.V 10.I.V 10.K.C 10.I.V	2.0 1.5 1.3 1.75 0.8	0	1193	n a - i k i	?
1423	Moliwene	people	gente	789	PEOPLE	151	najki	najki	n a j k i	4 7 6 1 7	AXMBZ	NAJKI	2	2.N.C 2.A.V 2.J.c 2.K.C 2.I.V	2.0 1.5 1.1 1.75 0.8	0	1193	n a - j k i	?
1422	Hohoodene	people	gente	789	PEOPLE	151	newiki	newiki	n e w i k i	4 7 6 7 1 7	AXBYBZ	NEWIKI	4	4.N.C 4.E.V 4.W.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1193	n e w i k i	?
1427	Dzawinai	people	gente	789	PEOPLE	151	newiki	newiki	n e w i k i	4 7 6 7 1 7	AXBYBZ	NEWIKI	14	14.N.C 14.E.V 14.W.C 14.I.V 14.K.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1193	n e w i k i	?
953	Ehe	here	aqui	136	HERE	96	aːha	aːha	aː h a	7 3 2007	XBZ	AHA	3	3.A.V 3.H.C 3.A.V	1.5 1.75 0.8	0	770	aː - - - h a - - - - - - - - - - - - -	?
950	Kumadene_2	here	aqui	136	HERE	96	aːhi	aːhi	aː h i	7 3 2007	XBZ	AHI	7	7.A.V 7.H.C 7.I.V	1.5 1.75 0.8	0	770	aː - h i - - - - - - - - - - - - - - -	?
952	Aha	here	aqui	136	HERE	96	ahaite	ahaite	a h a i t e	7 3 7 7 1 7	XBYYBZ	AHAITE	1	1.A.V 1.H.C 1.A.V 1.I.V 1.T.C 1.E.V	1.5 1.75 1.3 1.3 1.75 0.8	0	770	a h a i - - t e - - - - - - - - - - -	?
947	Hohoodene	here	aqui	136	HERE	96	aijahã	aijahã	a i j a h ã	7 7 6 7 3 7	XYBYBZ	AIJAHA	4	4.A.V 4.I.V 4.J.C 4.A.V 4.H.C 4.A.V	1.5 1.3 1.75 1.3 1.75 0.8	0	770	a i j a h ã - - - - - - - - - - - - -	?
949	Mauliene	here	aqui	136	HERE	96	ajahã	ajahã	a j a h ã	7 6 7 3 7	XBYBZ	AJAHA	8	8.A.V 8.J.C 8.A.V 8.H.C 8.A.V	1.5 1.75 1.3 1.75 0.8	0	770	a - j a h ã - - - - - - - - - - - - -	?
948	Moliwene	here	aqui	136	HERE	96	ajahɐ̃	ajahɐ̃	a j a h ɐ̃	7 6 7 3 7	XBYBZ	AJAHE	2	2.A.V 2.J.C 2.A.V 2.H.C 2.E.V	1.5 1.75 1.3 1.75 0.8	0	770	a - j a h ɐ̃ - - - - - - - - - - - - -	?
946	Waliperi	here	aqui	136	HERE	96	ajahɐ̃	ajahɐ̃	a j a h ɐ̃	7 6 7 3 7	XBYBZ	AJAHE	11	11.A.V 11.J.C 11.A.V 11.H.C 11.E.V	1.5 1.75 1.3 1.75 0.8	0	770	a - j a h ɐ̃ - - - - - - - - - - - - -	?
955	Ñame	here	aqui	136	HERE	96	ajahe	ajahe	a j a h e	7 6 7 3 7	XBYBZ	AJAHE	9	9.A.V 9.J.C 9.A.V 9.H.C 9.E.V	1.5 1.75 1.3 1.75 0.8	0	770	a - j a h e - - - - - - - - - - - - -	?
951	Tariana	here	aqui	136	HERE	96	haĩm̥adenukiuhakəni	haĩm̥adenukiuhakəni	h a ĩ mʰ a d e n u k i u h a k ə n i	3 7 7 4 7 1 7 4 7 1 7 7 3 7 1 7 4 7	AXYBYBYBYBYYBYBYBZ	HAIMATENYKIYHAKENI	12	12.H.C 12.A.V 12.I.V 12.M.C 12.A.V 12.T.C 12.E.V 12.N.C 12.Y.V 12.K.C 12.I.V 12.Y.V 12.H.C 12.A.V 12.K.C 12.E.V 12.N.C 12.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	770	- h a ĩ mʰ a d e n u k i u h a k ə n i	?
954	Oho	here	aqui	136	HERE	96	lipedza	lipedza	l i p e dz a	5 7 1 7 1 3 7	AXBYBCZ	LIPETSA	10	10.L.C 10.I.V 10.P.C 10.E.V 10.T.C 10.S.C 10.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	768	l i p e dz a	in front of
956	Werekena	here	aqui	136	HERE	96	wɐnihi	wɐnihi	w ɐ n i h i	6 7 4 7 3 7	AXBYBZ	WENIHI	13	13.W.C 13.E.V 13.N.C 13.I.V 13.H.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	771		?
1087	Ehe	know	saber	1410	KNOW (SOMETHING)	114	aːnʰeketi	aːnʰeketi	aː nʰ e k e t i	7 3 4 7 1 7 1 7	XBCYBYBZ	AHNEKETI	3	3.A.V 3.H.C 3.N.C 3.E.V 3.K.C 3.E.V 3.T.C 3.I.V	1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	0	861	#NAME?	?
1078	Waliperi	know	saber	1410	KNOW (SOMETHING)	114	nuahemi	nuaheni	n u a h e n i	4 7 7 3 7 4 7	AXYBYBZ	NYEHIMI	11	11.N.C 11.Y.V 11.E.V 11.H.C 11.I.V 11.M.C 11.I.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	861	n u - a h - e n i - -	?
1084	Dzawinai	know	saber	1410	KNOW (SOMETHING)	114	nuanʰeka	nuanʰeka	n u a nʰ e k a	4 7 7 3 4 7 1 7	AXYBCYBZ	NYAHNEKA	14	14.N.C 14.Y.V 14.A.V 14.H.C 14.N.C 14.E.V 14.K.C 14.A.V	2.0 1.5 1.3 1.75 1.5 1.3 1.75 0.8	0	861	n u - a h n e k a - -	?
1083	Kowaidakenai	know	saber	1410	KNOW (SOMETHING)	114	nuanʰe	nuanʰe	n u a nʰ e	4 7 7 4 7	AXYBZ	NYANE	5	5.N.C 5.Y.V 5.A.V 5.N.C 5.E.V	2.0 1.5 1.3 1.75 0.8	0	861	n u - a - nʰ e - - - -	?
1090	Werekena	know	saber	1410	KNOW (SOMETHING)	114	nutsɛmi	nutsɛmi	n u ts ɛ m i	4 7 2 7 4 7	AXBYBZ	NYCEMI	13	13.N.C 13.Y.V 13.C.C 13.E.V 13.M.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	870		?
1081	Mauliene	know	saber	1410	KNOW (SOMETHING)	114	nuwanʰeni	nuwanʰeni	n u w a nʰ e n i	4 7 6 7 4 7 4 7	AXBYBYBZ	NYWANENI	8	8.N.C 8.Y.V 8.W.C 8.A.V 8.N.C 8.E.V 8.N.C 8.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	861	n u w a - nʰ e n i - -	?
1082	Kumadene_2	know	saber	1410	KNOW (SOMETHING)	114	nuwanʰẽoka	nuwanʰẽoka	n u w a nʰ ẽ o k a	4 7 6 7 4 7 7 1 7	AXBYBYYBZ	NYWANEUKA	7	7.N.C 7.Y.V 7.W.C 7.A.V 7.N.C 7.E.V 7.U.V 7.K.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.3 1.75 0.8	0	861	n u w a - nʰ ẽ o k a -	?
1085	Tariana	know	saber	1410	KNOW (SOMETHING)	114	paekanipɛ	paekanipɛ	p a e k a n i p ɛ	1 7 7 1 7 4 7 1 7	AXYBYBYBZ	PAEKANIPE	12	12.P.C 12.A.V 12.E.V 12.K.C 12.A.V 12.N.C 12.I.V 12.P.C 12.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	871		?
1079	Hohoodene	know	saber	1410	KNOW (SOMETHING)	114	waːhẽki̥	waːhẽki̥	w aː h ẽ k i̥	6 7 3 7 1 7	AXBYBZ	WAHEKI	4	4.W.C 4.A.V 4.H.C 4.E.V 4.K.C 4.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	861	w - - aː h - ẽ k i̥ - -	?
1080	Moliwene	know	saber	1410	KNOW (SOMETHING)	114	waʰljẽtsa	waʰljẽtsa	w aʰ l j ẽ ts a	6 7 5 6 7 2 7	AXBCYBZ	WALJECA	2	2.W.C 2.A.V 2.L.C 2.J.C 2.E.V 2.C.C 2.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	861	w - - aʰ l j ẽ ts a - -	?
1089	Ñame	know	saber	1410	KNOW (SOMETHING)	114	janʰeːki	janʰeːki	j a nʰ eː k i	7 7 3 4 7 1 7	XYBCYBZ	YAHNEKI	9	9.Y.V 9.A.V 9.H.C 9.N.C 9.E.V 9.K.C 9.I.V	1.5 1.3 1.75 1.5 1.3 1.75 0.8	0	861	j - - a h n eː k i - -	?
1088	Oho	know	saber	1410	KNOW (SOMETHING)	114	janʰekheti	janʰekheti	j a nʰ e kʰ e t i	7 7 3 4 7 1 7 1 7	XYBCYBYBZ	YAHNEKETI	10	10.Y.V 10.A.V 10.H.C 10.N.C 10.E.V 10.K.C 10.E.V 10.T.C 10.I.V	1.5 1.3 1.75 1.5 1.3 1.75 1.3 1.75 0.8	0	861	j - - a h n e kʰ e t i	?
1086	Aha	know	saber	1410	KNOW (SOMETHING)	114	janʰikada	janʰikada	j a nʰ i k a d a	7 7 3 4 7 1 7 1 7	XYBCYBYBZ	YAHNIKATA	1	1.Y.V 1.A.V 1.H.C 1.N.C 1.I.V 1.K.C 1.A.V 1.T.C 1.A.V	1.5 1.3 1.75 1.5 1.3 1.75 1.3 1.75 0.8	0	861	j - - a h n i k a d a	?
1096	Waliperi	tapuru	tapuru	2640	LARVA	205	aːkoɽo	aːkoɽo	aː k o ɽ o	7 1 7 5 7	XBYBZ	AKURU	11	11.A.V 11.K.C 11.U.V 11.R.C 11.U.V	1.5 1.75 1.3 1.75 0.8	0	1622		?
1097	Hohoodene	tapuru	tapuru	2640	LARVA	205	aːkoʐo	aːkoʐo	aː k o ʐ o	7 1 7 3 7	XBYBZ	AKUSU	4	4.A.V 4.K.C 4.U.V 4.S.C 4.U.V	1.5 1.75 1.3 1.75 0.8	0	1622		?
1098	Moliwene	tapuru	tapuru	2640	LARVA	205	akoʐo	akoʐo	a k o ʐ o	7 1 7 3 7	XBYBZ	AKUSU	2	2.A.V 2.K.C 2.U.V 2.S.C 2.U.V	1.5 1.75 1.3 1.75 0.8	0	1622		?
1099	Mauliene	tapuru	tapuru	2640	LARVA	205	akoʐo	akoʐo	a k o ʐ o	7 1 7 3 7	XBYBZ	AKUSU	8	8.A.V 8.K.C 8.U.V 8.S.C 8.U.V	1.5 1.75 1.3 1.75 0.8	0	1622		?
1101	Tariana	tapuru	tapuru	2640	LARVA	205	hinĩsi	hinĩsi	h i n ĩ s i	3 7 4 7 3 7	AXBYBZ	HINISI	12	12.H.C 12.I.V 12.N.C 12.I.V 12.S.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1624	h i n ĩ s i	?
1100	Kumadene_2	tapuru	tapuru	2640	LARVA	205	iuʐi	iuʐi	i u ʐ i	7 7 3 7	XYBZ	IYSI	7	7.I.V 7.Y.V 7.S.C 7.I.V	1.5 1.3 1.75 0.8	0	57		?
866	Aha	hammock	rede	2019	HAMMOCK	88	aːmako	aːmako	aː m a k o	7 4 7 1 7	XBYBZ	AMAKU	1	1.A.V 1.M.C 1.A.V 1.K.C 1.U.V	1.5 1.75 1.3 1.75 0.8	0	693	aː m a k o - - - - -	?
869	Ñame	hammock	rede	2019	HAMMOCK	88	aːmako	aːmako	aː m a k o	7 4 7 1 7	XBYBZ	AMAKU	9	9.A.V 9.M.C 9.A.V 9.K.C 9.U.V	1.5 1.75 1.3 1.75 0.8	0	693	aː m a k o - - - - -	?
867	Ehe	hammock	rede	2019	HAMMOCK	88	makaithepa	makaithepa	m a k a i tʰ e p a	4 7 1 7 7 1 7 1 7	AXBYYBYBZ	MAKAITEPA	3	3.M.C 3.A.V 3.K.C 3.A.V 3.I.V 3.T.C 3.E.V 3.P.C 3.A.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	693	- m a k a i tʰ e p a	?
868	Oho	hammock	rede	2019	HAMMOCK	88	pieta	pieta	p i e t a	1 7 7 1 7	AXYBZ	PIETA	10	10.P.C 10.I.V 10.E.V 10.T.C 10.A.V	2.0 1.5 1.3 1.75 0.8	0	696		?
1401	Kumadene_2	other	outro	197	OTHER	149	aːpe	aːpe	aː p e	7 1 2007	XBZ	APE	7	7.A.V 7.P.C 7.E.V	1.5 1.75 0.8	0	1179	- aː p e - - - - - - -	?
1404	Ehe	other	outro	197	OTHER	149	apada	apada	a p a d a	7 1 7 1 7	XBYBZ	APATA	3	3.A.V 3.P.C 3.A.V 3.T.C 3.A.V	1.5 1.75 1.3 1.75 0.8	0	1179	- a p a - d a - - - -	?
1406	Ñame	other	outro	197	OTHER	149	apada	apada	a p a d a	7 1 7 1 7	XBYBZ	APATA	9	9.A.V 9.P.C 9.A.V 9.T.C 9.A.V	1.5 1.75 1.3 1.75 0.8	0	1179	- a p a - d a - - - -	?
1399	Moliwene	other	outro	197	OTHER	149	apadawa	apadawa	a p a d a w a	7 1 7 1 7 6 7	XBYBYBZ	APATAWA	2	2.A.V 2.P.C 2.A.V 2.T.C 2.A.V 2.W.C 2.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1179	- a p a d a w a - - -	?
1398	Hohoodene	other	outro	197	OTHER	149	apajta	apajta	a p a j t a	7 1 7 6 1 7	XBYMBZ	APAJTA	4	4.A.V 4.P.C 4.A.V 4.J.c 4.T.C 4.A.V	1.5 1.75 1.3 1.1 1.75 0.8	0	1179	- a p a j t a - - - -	?
1397	Waliperi	other	outro	197	OTHER	149	apajta	apajta	a p a j t a	7 1 7 6 1 7	XBYMBZ	APAJTA	11	11.A.V 11.P.C 11.A.V 11.J.c 11.T.C 11.A.V	1.5 1.75 1.3 1.1 1.75 0.8	0	1179	- a p a j t a - - - -	?
1402	Tariana	other	outro	197	OTHER	149	paːsi	paːsi	p aː s i	1 7 3 7	AXBZ	PASI	12	12.P.C 12.A.V 12.S.C 12.I.V	2.0 1.5 1.75 0.8	0	1179	- - p aː - s i - - - -	?
1403	Aha	other	outro	197	OTHER	149	pada	pada	p a d a	1 7 1 7	AXBZ	PATA	1	1.P.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	0	1179	- - p a - d a - - - -	?
1405	Oho	other	outro	197	OTHER	149	pada	pada	p a d a	1 7 1 7	AXBZ	PATA	10	10.P.C 10.A.V 10.T.C 10.A.V	2.0 1.5 1.75 0.8	0	1179	- - p a - d a - - - -	?
1407	Werekena	other	outro	197	OTHER	149	pejahɐ̃	pejahɐ̃	p e j a h ɐ̃	1 7 6 7 3 7	AXBYBZ	PEJAHE	13	13.P.C 13.E.V 13.J.C 13.A.V 13.H.C 13.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1179	- - p e j a h ɐ̃ - - -	?
1400	Mauliene	other	outro	197	OTHER	149	phepa	phepa	pʰ e p a	1 7 1 7	AXBZ	PEPA	8	8.P.C 8.E.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	0	1179	- - pʰ e - p a - - - -	?
1806	Aha	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	1	1.A.V 1.P.C 1.I.V	1.5 1.75 0.8	0	1503		?
1802	Moliwene	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	2	2.A.V 2.P.C 2.I.V	1.5 1.75 0.8	0	1503		?
1801	Hohoodene	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	4	4.A.V 4.P.C 4.I.V	1.5 1.75 0.8	0	1503		?
1804	Kumadene_2	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	7	7.A.V 7.P.C 7.I.V	1.5 1.75 0.8	0	1503		?
1803	Mauliene	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	8	8.A.V 8.P.C 8.I.V	1.5 1.75 0.8	0	1503		?
1809	Ñame	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	9	9.A.V 9.P.C 9.I.V	1.5 1.75 0.8	0	1503		?
1808	Oho	snake	cobra	730	SNAKE	192	aːpi	aːpi	aː p i	7 1 2007	XBZ	API	10	10.A.V 10.P.C 10.I.V	1.5 1.75 0.8	0	1503		?
1807	Ehe	snake	cobra	730	SNAKE	192	eːpitsi	eːpitsi	eː p i ts i	7 1 7 2 7	XBYBZ	EPICI	3	3.E.V 3.P.C 3.I.V 3.C.C 3.I.V	1.5 1.75 1.3 1.75 0.8	0	1503		?
1805	Tariana	snake	cobra	730	SNAKE	192	mawaɾi	mawaɾi	m a w a ɾ i	4 7 6 7 5 7	AXBYBZ	MAWARI	12	12.M.C 12.A.V 12.W.C 12.A.V 12.R.C 12.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1513	#NAME?	?
1800	Waliperi	snake	cobra	730	SNAKE	192	umawaɽi	umawaɽi	u m a w a ɽ i	7 4 7 6 7 5 7	XBYBYBZ	YMAWARI	11	11.Y.V 11.M.C 11.A.V 11.W.C 11.A.V 11.R.C 11.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1513	u m a w a ɽ i	?
1810	Werekena	snake	cobra	730	SNAKE	192	umeni	umeni	u m e n i	7 4 7 4 7	XBYBZ	YMENI	13	13.Y.V 13.M.C 13.E.V 13.N.C 13.I.V	1.5 1.75 1.3 1.75 0.8	0	1513	u m e n i - -	?
1996	Ehe	think	pensar	2271	THINK	212	aːpinetaːketi	aːpinetaːketi	aː p i n e t aː k e t i	7 1 7 4 7 1 7 1 7 1 7	XBYBYBYBYBZ	APINETAKETI	3	3.A.V 3.P.C 3.I.V 3.N.C 3.E.V 3.T.C 3.A.V 3.K.C 3.E.V 3.T.C 3.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1679	- - - aː - p i n e t aː k e t i -	?
1993	Dzawinai	think	pensar	2271	THINK	212	iapjẽta	iapjẽta	i a p j ẽ t a	7 7 1 6 7 1 7	XYBCYBZ	IAPJETA	14	14.I.V 14.A.V 14.P.C 14.J.C 14.E.V 14.T.C 14.A.V	1.5 1.3 1.75 1.5 1.3 1.75 0.8	0	1679	- i - - a p j - ẽ t a - - - - -	?
1995	Aha	think	pensar	2271	THINK	212	iwaopiakada	iwaopiakada	i w a o p i a k a d a	7 6 7 7 1 7 7 1 7 1 7	XBYYBYYBYBZ	IWAUPIAKATA	1	1.I.V 1.W.C 1.A.V 1.U.V 1.P.C 1.I.V 1.A.V 1.K.C 1.A.V 1.T.C 1.A.V	1.5 1.75 1.3 1.3 1.75 1.3 1.3 1.75 1.3 1.75 0.8	0	1679	#NAME?	?
1989	Moliwene	think	pensar	2271	THINK	212	liapiːtɐ̃da	liapiːtɐ̃da	l i a p iː t ɐ̃ d a	5 7 7 1 7 1 7 1 7	AXYBYBYBZ	LIAPITETA	2	2.L.C 2.I.V 2.A.V 2.P.C 2.I.V 2.T.C 2.E.V 2.T.C 2.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1679	l i - - a p iː - - t ɐ̃ d a - - -	?
1988	Hohoodene	think	pensar	2271	THINK	212	nuawaːdaka	nuawaːdaka	n u a w aː d a k a	4 7 7 6 7 1 7 1 7	AXYBYBYBZ	NYAWATAKA	4	4.N.C 4.Y.V 4.A.V 4.W.C 4.A.V 4.T.C 4.A.V 4.K.C 4.A.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1682	n u a w aː d a k a - -	?
1990	Mauliene	think	pensar	2271	THINK	212	nuawadakani	nuawadakani	n u a w a d a k a n i	4 7 7 6 7 1 7 1 7 4 7	AXYBYBYBYBZ	NYAWATAKANI	8	8.N.C 8.Y.V 8.A.V 8.W.C 8.A.V 8.T.C 8.A.V 8.K.C 8.A.V 8.N.C 8.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	1682	n u a w a d a k a n i	?
